ABRA,1,Bangued Branch,"Mega Centrum Building, Taft cor. Rizal Sts. Bangued, Abra"
LEYTE,6,Tacloban Real Branch,"Ground Floor Esperas Bldg., Real Street Tacloban City, Leyte"
LEYTE,7,LANDBANK EASY Access Facility (LEAF) Tanauan,"Cor. Real and San Martin Sts., Brgy. Buntay, Tanauan, Leyte"
-
MAGUINDANAO,1,Buluan Branch,"National Highway, Poblacion, Buluan, Maguindanao"
MAGUINDANAO,2,Rosary Heights Branch,Estosan Garden Hotel Gov. Gutierrez Avenue Cotabato City
MAGUINDANAO,3,Parang Branch,"Cor. Mangga and Durian Streets, Poblacion 1, Parang, Maguindanao"
-
MARINDUQUE,1,Boac Branch,"Francisco-Pura Building Gov. Damian Reyes St. Brgy. San Miguel Boac, Marinduque"
-
MASBATE,1,"LANDBANK Easy Access Facility (LEAF) Aroroy, masbate","Municipal Compound, Aroroy, Masbate"
MASBATE,2,Cataingan (Masbate) Branch,"Quezon Street, Cataingan, Masbate"
MASBATE,3,Masbate Branch,"N.E. Martinez Bldg., cor. Quezon & Danao Sts. Masbate City, Masbate"
-
METRO MANILA,1,Caloocan Branch,"151 Samson Road, Caloocan City, Metro Manila"
METRO MANILA,2,Las Piñas Branch,Valenzuela Building #263 Real St. Pamplona 3 Las Piñas City
METRO MANILA,3,Makati Business Center Branch,"Robinsons Summit Center Ayala Avenue, Makati City"
METRO MANILA,4,Malabon Branch,"2nd Floor, Malabon City Hall Building, F. Sevilla Blvd., San Agustin, Malabon City"
METRO MANILA,5,EDSA Greenhills Branch,"# 259-269CLMC Building,EDSA Greenhills, Mandaluyong City"
METRO MANILA,6,Cash Department,"1598 M.H. Del Pilar cor. Dr. J. Quintos Sts.Malate, Manila"
METRO MANILA,7,Marikina Branch,"Ground Floor, XRC Building J.P. Rizal St. cor. Diamond St.Barangay Sto. Niño, Marikina City"
METRO MANILA,8,Muntinlupa Branch,"#37 National Road, Putatan, Muntinlupa City"
METRO MANILA,9,Navotas Branch,"Nautilus Bldg., 1050 M. Naval Street, San Jose, Navotas"
METRO MANILA,10,Baclaran Branch,"LANDBANK Bldg., 714 Roxas Blvd.,Baclaran, Parañaque City"
METRO MANILA,11,GSIS Branch,"Level 1, GSIS Headquarters Building,Financial Center, Brgy. 076 Pasay City"
METRO MANILA,12,Ortigas Center-Pearl Drive Branch,"Ground Floor, Tycoon Center Bldg., Pearl Drive, Ortigas Center, Brgy. San Antonio, Pasig city"
METRO MANILA,13,Pateros Branch,"C & N Bldg., 50 M. Almeda St., Pateros City"
METRO MANILA,14,Camp Aguinaldo Branch,"AFP Gen. Insurance Corporation Bldg., Bonny Serrano Road cor. EDSA, Camp Aguinaldo, Quezon City"
METRO MANILA,15,San Juan Branch,"City Government of San Juan Compound, Pinaglabanan cor. P. Narciso Streets, Brgy. Corazon de Jesus, San Juan City"
METRO MANILA,16,Bicutan DOST Branch,"Gen. Santos Avenue, Upper Bicutan, Taguig City"
METRO MANILA,17,Valenzuela Branch,"ARCA North Corporate Center Building #150 F. Dela Cruz Street corner Maysan Road, Valenzuela City"
-
MISAMIS OCCIDENTAL,1,Calamba (Misamis Occidental) Branch,"Municipal Compound, Matunog Street, Southwestern Poblacion, Calamba, Misamis Occidental"
MISAMIS OCCIDENTAL,2,Oroquieta Branch,"Dajao Building, Rizal Street, Poblacion I, Oroquieta City, Misamis Occidental"
MISAMIS OCCIDENTAL,3,Ozamiz Branch,"Don Anselmo Bernad Avenue, Ozamiz City, Misamis Occidental"
MISAMIS OCCIDENTAL,4,LANDBANK Easy Access Facility (LEAF) Sinacaban,"Poblacion, Sinacaban Misamis Occidental 7203"
MISAMIS OCCIDENTAL,5,Tangub (Misamis Occidental) Branch,"2nd North corner Magsaysay Street, Barangay II, Tangub City, Misamis Occidental"
-
MISAMIS ORIENTAL,1,Balingasag Branch,"National Highway, Barangay Waterfall, Balingasag, Misamis Oriental"
MISAMIS ORIENTAL,2,Velez Branch,"Ground Flr. Boy Scout of the Phils. Green Tower Building, Velez and Luna Streets, Cagayan de Oro City, Misamis Oriental"
MISAMIS ORIENTAL,3,Claveria (Misamis Oriental) Agri-Hub,"Borromeo cor. Quezon Street, Poblacion, Claveria, Misamis Oriental 9004"
MISAMIS ORIENTAL,4,El Salvador City Branch,"El Salvador City Sports Complex, Brgy. Poblacion, El Salvador City, Misamis Oriental"
MISAMIS ORIENTAL,5,Gingoog Branch,"Moreno Building, National Highway Gingoog City, Misamis Oriental"
-
MOUNTAIN PROVINCE,1,Bontoc Branch,"Provincial Multi-Purpose Bldg., Poblacion Bontoc, Mt. Province"
-
NEGROS OCCIDENTAL,1,Mandalagan Bacolod Branch,"AVP Building, Lacson St., Brgy. Mandalagan, Bacolod City, Negros Occidental"
NEGROS OCCIDENTAL,2,Bago Agri-Hub,"Gonzaga St. Poblacion, Bago City, Negros Occidental"
NEGROS OCCIDENTAL,3,Cadiz Branch,"Abelarde Street, Brgy Zone 4, Cadiz City, Negros Occidental"
NEGROS OCCIDENTAL,4,Himamaylan Branch Lite,"GM Building, Rizal Street, Barangay 2, Poblacion, Himamaylan, Negros Occidental 6108"
NEGROS OCCIDENTAL,5,Kabankalan Branch,"Jomabo Building, Tan Lorenzo corner Guanzon Sts., Kabankalan City, Negros Occidental"
NEGROS OCCIDENTAL,6,La Carlota Branch,"GSO Compound, Yunque Street, Barangay 1, La Carlota, Negros Occidental"
NEGROS OCCIDENTAL,7,Sagay Branch,"Alfelor Street, national Highway, Sagay City, Negros Occidental"
NEGROS OCCIDENTAL,8,San Carlos (NO) Branch,"Ground Floor Heritage Building II FC Ledesma Ave., City Center (Center Mall) San Carlos City, Negros Occidental"
NEGROS OCCIDENTAL,9,Silay EO,"Rizal St. Brgy. 2, Silay City, Negros Occidental"
NEGROS OCCIDENTAL,10,Sipalay Branch,"Sipalay City Hall, Barangay 2 Sipalay, Negros Occidental"
NEGROS OCCIDENTAL,11,Victorias Branch,"Rainbow Mall Building, Osmeña Ave. Victorias, Negros Occidental"
-
NEGROS ORIENTAL,1,LANDBANK EASY Access Facility (LEAF) Amlan,"Municipal Plaza National Highway Poblacion Amlan, Negros Oriental 6203"
NEGROS ORIENTAL,2,Bais Branch,"Mercado de Bais, National Highway, Bais City, Negros Oriental"
NEGROS ORIENTAL,3,Bayawan Branch,"National Highway cor. Mabini St. Poblacion Bayawan City, Negros Oriental"
NEGROS ORIENTAL,4,LANDBANK EASY Access Facility (LEAF) Bindoy,"Brgy. Poblacion, Bindoy, Negros Oriental"
NEGROS ORIENTAL,5,Dumaguete Branch,"NORECO II Building cor Real & San Juan Streets Dumaguete City, Negros Oriental"
NEGROS ORIENTAL,6,Guihulngan Branch,"Guihulngan City Hall Km. 116 National Highway Poblacion, Guihulngan City 6214"
-
NORTHERN SAMAR,1,Allen Branch,"Rizal St. Brgy. Kinabranan I, Allen, Northern Samar"
NORTHERN SAMAR,2,Catarman Branch,"Market site, Baranggay Narra, Catarman, Northern Samar"
-
NUEVA ECIJA,1,Cabanatuan Nueva Ecija Branch,"LANDBANK Bldg., cor. Gabaldon & Gen. Tinio Sts. Cabanatuan City, Nueva Ecija"
NUEVA ECIJA,2,Gapan Branch,"Sta. Ines Bldg., Maharlika Highway, Bayanihan Gapan, Nueva Ecija"
NUEVA ECIJA,3,Guimba Branch,"LANDBANK Bldg., Hay Juliano cor. Dansalan Sts.Guimba, Nueva Ecija"
NUEVA ECIJA,4,Muñoz Branch,"Research Ext. & Training Bldg. Central Luzon State University Muñoz, Nueva Ecija"
NUEVA ECIJA,5,Palayan EO,"Singalat, Palayan City, Nueva Ecija"
NUEVA ECIJA,6,Rizal (N.E.) Agri-Hub,"Pinagpanaan-Pantabangan Junction, Poblacion Sur, Rizal, Nueva Ecija"
NUEVA ECIJA,7,San Isidro (NE) Branch,"LANDBANK Building, Poblacion San Isidro, Nueva Ecija"
NUEVA ECIJA,8,San Jose City (NE) Branch,"LANDBANK Bldg., R. Eugenio Street San Jose City, Nueva Ecija 3121"
NUEVA ECIJA,9,Talavera Branch,"Pecache Bldg., A. Diaz cor. Quezon Sts.Talavera, Nueva Ecija"
-
NUEVA VIZCAYA,1,Bambang Branch,"G/F, Christopher G. Lubong Building,National Highway, Brgy. Banggot, Bambang, Nueva Vizcaya"
NUEVA VIZCAYA,2,LANDBANK Easy Access Facility (LEAF) Dupax Del Sur,"LGU Compound, Dopaj, Dupax del Sur, Nueva Vizcaya"
NUEVA VIZCAYA,3,Solano Branch,"Galima Building, National Highway, Solano, Nueva Viscaya"
-
OCCIDENTAL MINDORO,1,Mamburao Branch,"Bernardo Bldg., #14 Rizal St., Brgy. 5 Mamburao, Occidental Mindoro"
OCCIDENTAL MINDORO,2,Sablayan EO,"P. Urieta St., Brgy. Buenavista, Sablayan, Occidental Mindoro"
OCCIDENTAL MINDORO,3,San Jose (Mindoro) Branch,"Punzalan Building, Quirino Street Brgy. 6,San Jose, Occidental Mindoro"
OCCIDENTAL MINDORO,4,LANDBANK Easy Access Facility (LEAF) Sta. Cruz (Oriental Mindoro),"Municipal Compound, National Rd., Brgy. Poblacion 2, Sta. Cruz, Occidental Mindoro"
-
ORIENTAL MINDORO,1,Bongabong Agri-Hub,"M.Y. Hernandez cor. Mabini Sts., Poblacion, Bongabong, Oriental Mindoro"
ORIENTAL MINDORO,2,Calapan Branch,"Filipiniana Complex, Barangay Sto Niño Calapan, Oriental Mindoro"
ORIENTAL MINDORO,3,Pinamalayan (Mindoro) Branch,"Hidalgo Bldg., Mabini cor. Aguinaldo Sts.Pinamalayan, Oriental Mindoro"
ORIENTAL MINDORO,4,LANDBANK Easy Access Facility Puerto Galera,"Municipal Compound Barangay Poblacion Puerto Galera, Oriental Mindoro"
ORIENTAL MINDORO,5,Roxas Mindoro Branch,"Roxas Public Market, Administration Street Poblacion, Roxas, Oriental Mindoro"
-
PALAWAN,1,Brooke's Point Branch,"Virgilio cor. Villapa Sts., Brgy. District 2 Poblacion, Brooke's Point, Palawan"
PALAWAN,2,Coron Branch,"No. 222 ECA Building, National Highway Barangay I, Coron, Palawan"
PALAWAN,3,Puerto Princesa West Branch,"Ground floor, DCRM Building, North Nat'l Highway Brgy. San Manuel, Puerto Princesa City, Palawan"
-
PAMPANGA,1,Casino Filipino (Angeles) FX Booth,"Casino Filipino, Angeles, Balibago Angeles City, Pampanga"
PAMPANGA,2,Apalit Branch,"BSP Bldg., McArthur Hi-way, San Vicente,Apalit, Pampanga"
PAMPANGA,3,Floridablanca Branch Lite,"Sanchez Street, Barangay Valdez, Floridablanca, Pampanga 2006"
PAMPANGA,4,Guagua Branch,"Korner Walk Commercial Center, Jose Abad Santos Ave., Brgy. Siran, Guagua, Pampanga"
PAMPANGA,5,Dau Branch,"LEFA Bldg., Mc Arthur Highway, Dau Mabalacat, Pampanga"
PAMPANGA,6,West San Fernando (Pampanga) Branch,"Regional Government Center, Maimpis, City of San Fernando Pampanga"
PAMPANGA,7,"LANDBANK Easy Access Facility (LEAF) Sta. Ana, Pampanga","""Stall B, IC Pelayo Bldg., Villa Luisa Sta. Lucia, Sta. Ana, Pampanga"
-
PANGASINAN,1,LANDBANK EASY Access Facility (LEAF) Agno,"Burgos St., Agno, Pangasinan"
PANGASINAN,2,Alaminos Branch,"Landbank Building, Marcos Avenue, Barangay Palamis, Alaminos City, Pangasinan"
PANGASINAN,3,"LANDBANK Easy Access Facility (LEAF) Anda, Pangasinan","Municipal Hall, Anda, Pangasinan"
PANGASINAN,4,Binalonan Branch,"McKinley St., Poblacion, Binalonan, Pangasinan"
PANGASINAN,5,Bolinao (P) Branch,"R & R Building, 196 Prudencio Calado Street, Barangay Germinal, Bolinao, Pangasinan"
PANGASINAN,6,Calasiao Branch,"No. 3 MB. Judge Jose De Venecia Avenue, Calasiao, Pangasinan"
PANGASINAN,7,Dagupan Branch,"LANDBANK Bldg. A.B. Fernandez Ave., Dagupan City, Pangasinan"
PANGASINAN,8,Lingayen Branch,"Josefina Bldg., Avenida Rizal East Lingayen, Pangasinan 2401"
PANGASINAN,9,Mangaldan EO,"Rizal Ave., V.G. Maningding Bldg., Poblacion, Mangaldan, Pangasinan"
PANGASINAN,10,Carmen Branch,"G/F Alvarado Bldg., Brgy. Carmen,West Rosales, Pangasinan"
PANGASINAN,11,San Carlos (Pangasinan) Branch,"LANDBANK Bldg., Rizal Avenue San Carlos City, Pangasinan"
PANGASINAN,12,Sual (Pangasinan) Agri Hub,"Municipal Compound, National Road, Poblacion, Sual, Pangasinan"
PANGASINAN,13,Tayug Branch,"LANDBANK Bldg. Bonifacio St. cor. Quezon Blvd.Tayug, Pangasinan 2445"
PANGASINAN,14,Umingan (Pangasinan) Branch,"P. Gomez St. Brgy. Poblacion, Umingan, Pangasinan"
PANGASINAN,15,Urdaneta Branch,"Ciudad Fernandino, Mc Arthur Highway, Nancayasan, Urdaneta City, Pangasinan"
-
QUEZON,1,Atimonan Branch,"Quezon corner Rizal Streets, Brgy. Zone I, Poblacion, Atimonan, Quezon"
QUEZON,2,Candelaria Branch,"Del Valle cor. De Gala Street, Poblacion Candelaria, Quezon"
QUEZON,3,"LANDBANK Easy Access Facility (LEAF) Catanauan, Quezon","Don Abella Drive, Barangay 9, Catanauan, Quezon"
QUEZON,4,Gumaca Branch,"Bonifacio Street, Brgy. Maunlad Gumaca, Quezon"
QUEZON,5,Infanta Branch,"Oliva Building, Rizal Street, Infanta, Quezon"
QUEZON,6,Lopez (Quezon) Branch,"Maharlika Highway, Gen. G. Vera cor. Yngente Sts., Brgy. Rizal, Lopez, Quezon"
QUEZON,7,Lucban Branch,"SLSU Business Resource Center, Quezon Avenue, Brgy. Kulapi, Lucban, Quezon"
QUEZON,8,Lucena Branch,"LANDBANK Building, Quezon Avenue Ext., Brgy. Gulang-Gulang, Lucena City"
QUEZON,9,Mulanay Branch,"Maxino-Tan Building, Provincial Rd., cor. F. Nañadiego St., Mulanay, Quezon"
QUEZON,10,"LANDBANK Easy Access Facility (LEAF) Pitogo, Quezon","Mabini St. Brgy. Maaliw Pitogo, Quezon"
QUEZON,11,Real Branch,"Poblacion 1, Real Quezon"
QUEZON,12,Tayabas Branch,"Provincial Road, Lalo, City of Tayabas, Quezon"
-
QUIRINO,1,Cabarroguis Branch,"Capitol Comm'l and Bank Bldg., San Marcos Cabarroguis, Quirino Province"
-
RIZAL,1,Antipolo Branch,"Amio Place, Circumferential Road Barangay Dalig, Antipolo City"
RIZAL,2,Binangonan Branch,"MLRC Bldg., #504 National Rd. Calumpang, Binangonan, Rizal"
RIZAL,3,Cainta Branch,"Ground Floor Ortigas Royale Condominium, Ortigas Avenue Extension Cainta, Rizal"
RIZAL,4,Tanay Branch,"F.T. Catapusan St., Brgy. Plaza Aldea, Tanay, Rizal"
RIZAL,5,Taytay Branch,"G/F, Verde Oro East Plaza, Manila East Road,San Juan, Taytay Rizal"
-
ROMBLON,1,Odiongan Branch,"Odiongan Commercial Center, J. P. Laurel cor. M.A. Roxas St. Brgy. Liwanag, Odiongan, Romblon"
ROMBLON,2,Romblon Branch,"Capaclan, Romblon, Romblon"
-
SAMAR,1,Calbayog Branch,"MRCR Bldg., Umbria St. cor. Rosales Blvd. Calbayog City, Western Samar"
SAMAR,2,Catbalogan Branch,"Nachura Building, Rizal Avenue Catbalogan City, Samar"
SAMAR,3,"LANDBANK Easy Access Facility (LEAF) Sta. Margarita, Western Samar","Municipal Compound, Maharlika Highway, Brgy. Cautod, Sta. Margarita, Western Samar"
-
SARANGGANI,1,Alabel Branch,"Provincial Government Compound, Poblacion, Alabel, Sarangani Province"
-
SIQUIJOR,1,Siquijor (Larena) Branch,"Larena Multi-Purpose Building, National Highway cor. Magsaysay St. South Poblacion, Larena 6226 Siquijor"
-
SORSOGON,1,Irosin Branch,"Beata Dorotan Bldg., Mh Del Pilar St., San Juan, Irosin, Sorsogon"
SORSOGON,2,"LANDBANK Easy Access Facility (LEAF) Pilar, Sorsogon","CNLL Compound, Brgy. Banuyo. Pilar, Sorsogon"
SORSOGON,3,Sorsogon Branch,"Bonacua Bldg., Rizal cor. Burgos Streets, Sorsogon City, Sorsogon"
-
SOUTH COTABATO,1,Gen.Santos (Pioneer) Branch,"Ground Floor Philamlife Bldg., Pioneer Ave. Gen. Santos City"
SOUTH COTABATO,2,Koronadal Highway Branch,"Ground floor, Grand Mall of Koronadal, National Highway, Gensan Drive, Koronadal City, South Cotabato"
SOUTH COTABATO,3,DOLE Phils. Branch,"DOLE Philippines Compound, Barangay Cannery Site, Polomolok, South Cotabato"
SOUTH COTABATO,4,Surallah Branch,"Elan Building II, National Highway Surallah, South Cotabato"
SOUTH COTABATO,5,Tupi (South Cotabato) Branch,"Municipal Hall Compound, Brgy. Poblacion, Tupi, South Cotabato"
-
SOUTHERN LEYTE,1,Maasin Branch,"UCCP Building, College of Maasin Campus, Kangleon Street Tunga- Tunga, Maasin City, Southern Leyte"
SOUTHERN LEYTE,2,Sogod Branch,"New Bus Terminal Building, Zone III, Sogod, Southern Leyte"
-
SULTAN KUDARAT,1,"LANDBANK Easy Access Facility (LEAF) Esperanza, Sultan Kudarat","Municipal Compound, Poblacion, Esperanza, Sultan Kudarat"
SULTAN KUDARAT,2,Isulan Branch,"LANDBANK Building, Gen. Siongco St. corner National Highway Isulan, Sultan Kudarat"
SULTAN KUDARAT,3,Lebak Branch,"Lebak Poblacion Multi-purpose Coop. Rizal Avenue, Poblacion Lebak, Sultan Kudarat"
SULTAN KUDARAT,4,Tacurong Branch,"LANDBANK Building, Alunan Highway Tacurong, Sultan Kudarat"
-
SULU,1,Jolo Branch,"Travisi Street Jolo, Sulu"
-
SURIGAO DEL NORTE,1,Claver Branch,"National Highway, Barangay Ladgaron, Claver, Surigao Del Norte"
SURIGAO DEL NORTE,2,Surigao Branch,"Surigao City Hall Compound, Borromeo Street Surigao City, Surigao del Norte"
-
SURIGAO DEL SUR,1,Bislig Branch,"LANDBANK Building F. Clar Street, Mangagoy Bislig, Surigao del Sur"
SURIGAO DEL SUR,2,Tandag Branch,"Bautista Building, Donasco Street, Tandag, Surigao del Sur"
-
TARLAC,1,Camiling Branch,"Arellano St., Pob. C., Camiling, Tarlac"
TARLAC,2,Capas Branch,"Tourism Bldg., LGU Capas Compound, Brgy. Sto. Domingo 2, Capas, Tarlac"
TARLAC,3,Concepcion (Tarlac) Branch,"LANDBANK Bldg., L. Cortez St. Brgy. San Nicolas, Concepcion, Tarlac"
TARLAC,4,"LANDBANK Easy Access Facility (LEAF) Moncada, Tarlac","McArthur Highway, Poblacion I Moncada, Tarlac"
TARLAC,5,Paniqui Branch,"LANDBANK Bldg., M. H. del Pilar Street Paniqui, Tarlac"
TARLAC,6,Tarlac Branch,"LANDBANK Bldg. McArthur Highway Brgy. San Sebastian, Tarlac City, Tarlac"
-
TAWI-TAWI,1,Bongao Branch,"Tolentino Go Building, Bagay Street, Bongao, Tawi-Tawi"
-
ZAMBALES,1,Iba Branch,"LANDBANK Bldg., Dela Rosa St. Zone VI, Iba Zambales"
ZAMBALES,2,Masinloc (Zambales) Branch,"National Highway, Barangay Inhobol, Masinloc, Zambales 2211"
ZAMBALES,3,Subic Branch,"Maritan Building, Manila Avenue Rizal Avenue corner Manila Road,Subic Bay Freeport Zone,Olongapo City, Zambales"
ZAMBALES,4,"LANDBANK Easy Access Facility (LEAF) San Antonio, Zambales","Brgy. Rizal San Antonio Municipal Compound San Antonio, Zambales"
ZAMBALES,5,Subic - Argonaut Highway Branch,"Ground Floor, Royal Sky Plaza, Royal Gateway, Argonaut Highway, Subic Bay Freeport, Zambales 2222"
-
ZAMBOANGA SIBUGAY,1,Buug Branch,"National Highway, Poblacion, Buug, Zamboanga Sibugay"
ZAMBOANGA SIBUGAY,2,Imelda Branch,"National Highway, Poblacion, Imelda, Zamboanga Sibugay"
ZAMBOANGA SIBUGAY,3,Ipil Branch,"Ground Flr. Fortune Hotel Building Poblacion, Ipil, Zamboanga Sibugay"
-
ZAMBOANGA DEL NORTE,1,Dapitan Branch,"Gloria de Dapitan, Sunset Boulevard, Dawo, Dapitan City, Zamboanga Del Norte"
ZAMBOANGA DEL NORTE,2,Dipolog Branch,"Ground Floor FSA Building, ABC Compound Quezon Ave. Dipolog City, Zamboanga del Norte"
ZAMBOANGA DEL NORTE,3,Liloy Branch,"National Highway, Barangay Baybay, Liloy, Zamboanga del Norte"
ZAMBOANGA DEL NORTE,4,LANDBANK EASY Access Facility (LEAF) Pres. Manuel A. Roxas,"Lower Irasan, Pres. Manuel A. Roxas Zamboanga del Norte 7102"
ZAMBOANGA DEL NORTE,5,Sindangan Branch,"Sindangan Public Market Phase VI, Rizal Avenue, Poblacion Sindangan, Zamboanga del Norte"
-
ZAMBOANGA DEL SUR,1,Aurora (Zamboanga del Sur) Branch,"Juan Luna cor. Manuel Roxas Streets, Poblacion, Aurora, Zamboanga del Sur"
ZAMBOANGA DEL SUR,2,LANDBANK Easy Access Facility (LEAF) Guipos,"National Highway Poblacion, Guipos Zamboanga del Sur 7042"
ZAMBOANGA DEL SUR,3,Molave Branch,"Golez Compound, Mabini Street, Molave, Zamboanga del Sur"
ZAMBOANGA DEL SUR,4,Pagadian Branch,"LANDBANK Building, Gov. Vicente M. Cerilles Street, Santiago District, Pagadian City"
ZAMBOANGA DEL SUR,5,WMSU Branch,"Westerm Mindanao State Univ. Campus, San Jose Road, Baliwasan Zamboanga City, Zamboanga del Sur"
-
